post_id,post_title,date,raw_company,raw_title,raw_yoe,raw_salary,raw_salary_total,raw_location,company,title,location,yoe,salary,salary_total
803812,Atlassian | Software Engineer 2 (P4) | Bangalore,2020/08/21,atlassian,software engineer 2,3,"inr 27,00,000",": ~ inr 50,00,000","bangalore, india",atlassian,sde 2,bangalore,3.0,2700000.0,5000000.0
455777,Google | L3 | Hyderabad,2019/12/19,google,swe,3,"inr 25,00,000",": (salary + bonus + stock) inr 42,50,000.","hyderabad, india",google,sde 1,hyderabad,3.0,2500000.0,4250000.0
1597472,GoJek | SSDE | Bangalore,2021/11/26,gojek,senior sde i,6+,54l,: 64lpa,bangalore,gojek,n/a,bangalore,6.0,5400000.0,6400000.0
1616842,Adobe | Associate Technical Consultant | Bangalore,2021/12/07,adobe,associate technical consultant,0 years,"rs. 9,00,000",": rs. 12,21,409",bangalore,adobe,n/a,bangalore,0.0,900000.0,1221409.0
549362,Microsoft | SDE2 | Seattle,2020/03/24,nutanix,mts 4,3yrs,"28,00,000",": 40,00,000",bangalore,nutanix,mts 4,bangalore,3.0,2800000.0,4000000.0
837221,Rupeek | SDE2 | Bangalore,2020/09/09,rupeek fintech,sde2,5,"inr 25,00,000","inr 26,00,000",bangalore,rupeek,sde 2,bangalore,5.0,2500000.0,2600000.0
1625244,Juniper Networks | SE-3,2021/12/12,juniper networks,se3,4yrs +,"26,00,000 inr",~ 34.26 inr for 1st year,"bangalore, india",juniper networks,sde 3,bangalore,4.0,2600000.0,-1.0
1607768,Oracle (OCI) | IC3 | Bangalore,2021/12/02,oracle,ic3 / senior member of technical staff,8 years,40 lakhs,: ~71 lakhs (first 2 years),bangalore,oracle,n/a,bangalore,8.0,4000000.0,7100000.0
1746720,Google || SDE 2 || Bengaluru,2022/02/06,google,l4 or sde 2,5 yrs,"40,00,000 inr",": 1st year - 85,50,000 inr, 2nd year - 77,50,000 inr, 3rd year - 67,50,000 inr, 4th year - 58,50,000 inr",bangaluru,google,n/a,bangalore,5.0,4000000.0,5850000.0
448097,Goldman Sachs | New Analyst New Grad | Bangalore,2019/12/10,goldman sachs,new analyst,0,16l,: 23l,"bangalore, india",goldman sachs,analyst,bangalore,0.0,1600000.0,2300000.0
1478676,Swiggy | Bangalore | SDE 1,2021/09/22,swiggy,sde1,1,19lpa,:22.75lpa,bangalore,swiggy,sde 1,bangalore,1.0,1900000.0,2275000.0
803147,Amazon | SDE2 | Bangalore,2020/08/21,amazon india,software engineer ii,3yrs,"₹29,00,000/-",,"bangalore,india",amazon,sde 2,bangalore,3.0,2900000.0,-1.0
1089336,Sigmoid Analytics | SDE 2 | Bangalore,2021/03/02,sigmoid analytics,sde 2,3.8,21 fixed,: 21lpa + 0 + 0 = 21lpa / year,bangalore,sigmoid analytics,sde 2,bangalore,3.8,2100000.0,2100000.0
857502,Microsoft | Senior SDE | Hyderabad,2020/09/21,microsoft,senior software engineer/l63,6 years,inr 4200000,: ~inr 6100000 (excluding joining bonus),"hyderabad, india",microsoft,n/a,hyderabad,6.0,4200000.0,6100000.0
705107,Interview Kickstart  | SDE2 | Bangalore,2020/06/25,interview kickstart,sde2,4yrs 10 months,"28,00,000",: 33lacs,bangalore,interview kickstart,sde 2,bangalore,4.833333333333333,2800000.0,3300000.0
1627486,Paytm | SDE Fresher(2022 Grad) | India,2021/12/14,paytm(oncampus),software engineer,0,10 lakh,: 11 lakh + 5 lakh esops,bangalore,paytm,sde 1,bangalore,0.0,1000000.0,-1.0
1176486,GOJEK | SDE | Banglore,2021/04/26,gojek,sde,4,"₹ 26,00,000",: ₹ 28 l.p.a + one time bonus of ₹ 4 lakh,gurgaon india,gojek,sde 1,delhi,4.0,2600000.0,-1.0
1062381,Microsoft | SWE2 L61 | Bangalore,2021/02/12,microsoft,software engineer ii,3.5,rs. 27 lacs,: ~ rs. 52 lacs,"bangalore, india",microsoft,sde 2,bangalore,3.5,2700000.0,5200000.0
1060596,Ola | SDE2 | Bangalore,2021/02/11,ola cabs,software development engineer 2,4.6,"rs. 40,00,000/-",": rs. 42,00,000/-",bangalore,ola,sde 2,bangalore,4.6,4000000.0,4200000.0
1070949,Publicis Sapient | ATL2 | Gurgaon,2021/02/18,publicis sapient,associate technology l2,3.6,13 lpa,: 13 lpa,gurgaon,publicis sapient,n/a,delhi,3.6,1300000.0,1300000.0
1352588,Amazon | SDE1 | HYD India,2021/07/21,amazon,,,"inr 14,00,000",": inr 19,00,000 for 1st year(not including stocks).","hyderabad, india",amazon,n/a,hyderabad,-1.0,1400000.0,1900000.0
1704539,Arcesium | Software Engineer | Hyderabad,2022/01/20,arcesium,software engineer,0,"inr 18,00,000 per year",: 18 + 2.5 + 3 = 23.5 l for the first year,hyderabad,arcesium,sde 1,hyderabad,0.0,1800000.0,2350000.0
1273234,MSCI | Associate | Pune,2021/06/15,msci,associate,4,31.3 lpa,": 36.3 lpa first year, second year - 34.3 + hike(5%) = 35.5 lpa",pune,msci,sde 1,pune,4.0,3130000.0,3550000.0
688553,Buyhatke | SDE1 | Bangalore,2020/06/15,buyhatke,associate software developer,0,rs 10 lpa,: rs 13 lpa,bangalore,buyhatke,sde 1,bangalore,0.0,1000000.0,1300000.0
1473709,Capgemini | Analyst,2021/09/20,capgemini,analyst/software engineer,2,rs 400000,: rs 400000,chennai,capgemini,n/a,chennai,2.0,400000.0,400000.0
1084610,Progress | Senior Software Engineer 1 | Hyderabad,2021/02/27,progress,senior software engineer 1,2.5,14 lpa,: 14 + 1.4 + 0 = 15.4 lpa,hyderabad,progress,sde 2,hyderabad,2.5,1400000.0,1540000.0
1059465,Swiggy | SDE-1 | Bangalore,2021/02/10,swiggy,sde-1,,17.8 lpa,: 20.8 + (7/4),bangalore,swiggy,sde 1,bangalore,-1.0,1780000.0,-1.0
1463532,Razorpay | SDE II | Bangalore,2021/09/14,razorpay,sde2,4+,"inr 35,00,000",- 46l (first year),india,razorpay,sde 2,india,4.0,3500000.0,4600000.0
1372102,Amadeus Software Labs India Pvt. Ltd. | Senior Member Technical Staff | Bengaluru,2021/07/30,amadeus software labs india pvt. ltd.,senior member technical staff,14 yrs,"rs 48,40,000",": rs 52,53,645",bengaluru,amadeus,mts 2,bangalore,14.0,4840000.0,5253645.0
1509933,Walmart | SE3 | JAVA | IN3.,2021/10/08,walmart labs,software engineer 3,3 years 9 month,18.5 lpa,: ~25 lpa,bangalore,walmart,sde 3,bangalore,3.75,1850000.0,2500000.0
565107,Oracle OCI | SMTS | Bangalore,2020/04/05,oracle oci,smts,4.6,"inr 28,00,000",": inr 39,25,000",bangalore,oracle,mts 2,bangalore,4.6,2800000.0,3925000.0
931875,Amagi Media | Software Engineer | Bangalore | Fresher | Tier-3,2020/11/11,amagi media,se,0,"₹13,00,000 per annum",": (₹13,00,000 + ₹1,00,000) = ₹14,00,000 (1st year)","bangalore, india",amagi media,sde 1,bangalore,0.0,1300000.0,1400000.0
1702821,Avalara | SDE 1 | Pune,2022/01/19,avalara,software developer,3 months,"16,00,000",": 23,00,000","pune, india",avalara,sde 1,pune,0.25,1600000.0,2300000.0
1079762,Oracle | SMTS | Bangalore,2021/02/24,oracle,senior member technical staff,6.5,28lak,: ~31.6lak,bangalore,oracle,mts 2,bangalore,6.5,2800000.0,3160000.0
767031,NVIDIA | SSE | Bangalore,2020/08/01,nvidia,sse,5.5 years,inr 30 lpa,: ~ inr 42lpa,"bangalore, india",nvidia,sde 2,bangalore,5.5,3000000.0,4200000.0
1549456,Swiggy | SDE-1 | India,2021/10/31,swiggy,sde-1,fresher,inr 18 l,~ inr 23.7 l,india,swiggy,sde 1,india,0.0,1800000.0,2370000.0
1702835,CashFree | SDE | Bangalore,2022/01/19,cashfree,sde-1,0,16 lpa base,: 19 lpa,bangalore,cashfree,sde 1,bangalore,0.0,1600000.0,1900000.0
1213265,Goldman Sachs | Associate | Bangalore,2021/05/17,goldman sachs,associate,,"inr 25,00,000",": inr 29,00,000",bangalore,goldman sachs,sde 1,bangalore,-1.0,2500000.0,2900000.0
1741930,Goldman Sachs | Senior Analyst,2022/02/03,goldman sachs,senior analyst,,"inr 23,00,000",: ctc 29 lakhs inr,bangalore,goldman sachs,n/a,bangalore,-1.0,2300000.0,2900000.0
1417270,Microsoft | SDE 2 (L62) | Bangalore,2021/08/21,microsoft,sde 2,5 yrs 2months,36 lpa,for 1st year: approx. 59 lakhs,bangalore,microsoft,sde 2,bangalore,5.166666666666667,3600000.0,5900000.0
1340167,Paytm | sde 1 | 1 year exp,2021/07/15,paytm,software developer,1 year,15lpa,: 16lpa,banglore,paytm,sde 1,bangalore,1.0,1500000.0,1600000.0
1287438,"Optum, UHG | SDE Intern | Summer 2021",2021/06/21,nutanix,mts 2,~5,"30,00,000 inr",": ~36,00,000 inr",bangalore,nutanix,mts 2,bangalore,5.0,3000000.0,3600000.0
1310988,VMware | MTS 3| Bangalore,2021/07/02,vmware,mts 3,4yrs,22 lpa,: 32.46,bangalore,vmware,mts 3,bangalore,4.0,2200000.0,-1.0
1405112,Goldman Sachs | Associate | Bangalore | 2020 | July [Declined],2021/08/15,goldman sachs,associate,3.5 years,22 lpa,,bangalore,goldman sachs,sde 1,bangalore,3.5,2200000.0,-1.0
1346264,Swiggy | SDE 2 | Bengaluru,2021/07/18,swiggy,software development engineer 2,4+,40 lpa,: 52 lpa,bengaluru,swiggy,sde 2,bangalore,4.0,4000000.0,5200000.0
1534898,Bigbasket | Principal Engg | Bangalore,2021/10/22,bigbasket,principal engineer,9 years,"55,00,000",: ~70lpa,bangalore,bigbasket,principal engineer,bangalore,9.0,5500000.0,7000000.0
1713253,Accenture | Analyst | Hyderabad,2022/01/23,accenture,application development analyst,0,"5,41,500",": 6,55,000",hyderabad,accenture,n/a,hyderabad,0.0,541500.0,655000.0
718342,Accolite | Software Development Engineer | Bangalore/Mumbai,2020/07/04,accolite,software development engineer,0,"inr 8,00,000",": inr 13,00,000",bangalore,accolite,sde 1,bangalore,0.0,800000.0,1300000.0
1199443,FinMechanics | Associate Software Developer | Mumbai,2021/05/09,finmechanics india,associate software developer,0,16.2 lpa,: 23.7 lpa,mumbai,finmechanics india,sde 1,mumbai,0.0,1620000.0,2370000.0
492969,Adobe | Computer Scientist II | Bangalore,2020/01/29,adobe,,10 years,40lpa,: 57lpa first year,bangalore,adobe,n/a,bangalore,10.0,4000000.0,5700000.0
923097,Oracle Financial Services Software| Associate Applications Developer | Mumbai,2020/11/04,oracle financial services software,associate applications developer,fresher,"11,00,000 lpa",: 11 lpa,"bangalore,mumbai or pune",oracle,n/a,bangalore,0.0,1100000.0,1100000.0
1166483,Amazon | SDE1 | Bangalore,2021/04/19,amazon (aws),sde1,,"inr 17,80,000",": inr 26,50,000 first year",bangalore,amazon,sde 1,bangalore,-1.0,1780000.0,2650000.0
1697635,Citrix | SDE 1 | 2022 | New Grad,2022/01/17,citrix,sde 1,0,"rs 12,50,000",,bangalore,citrix,sde 1,bangalore,0.0,1250000.0,-1.0
1155049,MakeMyTrip | SDE 2,2021/04/12,makemytrip,sde 2,2+,22lpa,: ~24 lpa,india,makemytrip,sde 2,india,2.0,2200000.0,2400000.0
1225258,Gojek | SE-1 | Bangalore,2021/05/23,gojek tech,software engineer 1/ product engineer 1,0,19.6l inr,: 19.6 + 3.5 = 23.1l inr,"bangalore, karnataka",gojek,n/a,bangalore,0.0,1960000.0000000002,2310000.0
1097446,TCS Ninja Compensation.,2021/03/07,tcs,assistant system engineer.,6months internship,"₹3,53,000 per anum",": ₹ 4,00,000 in first year.","hyderabad, india",tcs,systems engineer,hyderabad,0.5,353000.0,400000.0
1553181,Infosys | SDE | Bangalore,2021/11/01,infosys,sde,0,"3,50,000/-",": 3,50,000/-",bangalore,infosys,sde 1,bangalore,0.0,350000.0,350000.0
1326751,VMWare | Staff Engineer | Bangalore,2021/07/09,"vmware, inc.",staff engineer,13,4800000 inr,: 6800000 inr,bangalore,vmware,staff sde,bangalore,13.0,4800000.0,6800000.0
1181224,Juspay | Associate SDE | Banglore,2021/04/29,juspay,associate software development engineer,0,12lpa basic,: 13 lpa,banglore,juspay technologies,sde 1,bangalore,0.0,1200000.0,1300000.0
1200782,OYO | SSE,2021/05/10,oyo,sde2,4+,inr 2900000,": inr 30,00,000",gurgaon,oyo,sde 2,delhi,4.0,2900000.0,3000000.0
1566890,Amazon SDE1 Chennai,2021/11/08,amazon,sde-1,2 months in a product based company,14.5 lpa,: (salary + bonus) : 19.6 lpa,chennai,amazon,sde 1,chennai,0.16666666666666666,1450000.0,1960000.0000000002
1269052,TCS Digital | Systems Engineer | Mumbai,2021/06/13,tcs,systems engineer,0,"rs. 7,00,022",": 7,40,022","mumbai, india",tcs,systems engineer,mumbai,0.0,700022.0,740022.0
1326037,Netomi | Software Engineer | Gurgaon,2021/07/09,netomi,software engineer location,2,18 lpa,: 20 lpa,gurgaon,netomi,sde 1,delhi,2.0,1800000.0,2000000.0
1265668,Zeta | SDE2 | Bangalore,2021/06/12,zeta,sde2,4,38l,: 45.9l (38 + 5 + 1 + 1.9),bangalore,zeta,sde 2,bangalore,4.0,3800000.0,4590000.0
1087872,Joveo | SDE - I | Bangalore,2021/03/01,joveo,software dev. i,0.5,inr 10lpa,: inr 10lpa,"bangalore, india",joveo,sde 1,bangalore,0.5,1000000.0,1000000.0
814820,Zycus | Product Development Engineer | Bangalore,2020/08/27,zycus,product development engineer - trainee,0,"3,85,000 inr",": ~3,85,000 inr",bangalore,zycus,product development engineer trainee,bangalore,0.0,385000.0,385000.0
1198946,Transcend Street | Senior Software Engineer | Hyderabad,2021/05/09,transcend street,senior software engineer,5 years 7 months,"inr 22,29,300",: 23.3 lpa,hyderabad,transcend street,sde 2,hyderabad,5.583333333333333,2229300.0,2330000.0
1317573,Sumo Logic | SE-2 | Bangalore,2021/07/05,sumo logic,se-2,,inr 2200000,: ~ inr 34 lakhs annually,bangalore,sumo logic,sde 2,bangalore,-1.0,2200000.0,3400000.0
1332903,"MAF CARREFOUR, SDE Full time",2021/07/12,"majid al futtaim , carrefour",sde1,,12 lac,: ~12.95,gurugram,majid al futtaim carrefour,sde 1,delhi,-1.0,1200000.0,-1.0
673508,KLA Tencor Chennai | Tech Lead,2020/06/06,kla tencor,lead engineer,6.5,"24,00,000 inr",": ~ 29,90,000","chennai, india",kla tencor,sde 3,chennai,6.5,2400000.0,2990000.0
1402319,Airtel | Bangalore,2021/08/14,airtel,sde2,,inr 1600000,,bangalore,airtel,sde 2,bangalore,-1.0,1600000.0,-1.0
1734161,Zeta | SDE2 | Bangalore,2022/01/31,zeta (directi),sde-2,2yrs 3 months,"inr 33,00,000",": 37,00,000 + (63,462 of gratuity + 36,942 of medical + 16,978 of life insurance) + esops",india,zeta,sde 2,india,2.25,3300000.0,3700000.0
1553156,Atlassian | SDE 1  | Bangalore,2021/11/01,atlassian,sde 1,na,15 lpa,: ~26.57 lpa,bangalore,atlassian,sde 1,bangalore,0.0,1500000.0,2657000.0
897320,Amazon | SDE2 | Bangalore,2020/10/16,amazon,sde 2,5,"inr 29,00,000",": ~ inr 47,00,000","bangalore, india",amazon,sde 2,bangalore,5.0,2900000.0,4700000.0
1429771,Mathworks | EDG Developer | Bangalore,2021/08/28,mathworks,edg developer,0,"18,70,000 inr",": ~21,00,000 inr(first year, 18,70,000 subsequent years)",bangalore,mathworks,n/a,bangalore,0.0,1870000.0,1870000.0
1575768,Amazon | SDE 2 | Hyderabad,2021/11/13,amazon,sde2,4+,"inr 34,50,000",": inr 58,00,000 first year",hyderabad,amazon,sde 2,hyderabad,4.0,3450000.0,5800000.0
1412081,Goldman | Analyst | Bangalore,2021/08/19,goldman sachs,analyst,2,inr 19 lpa,: inr 22 l,bangalore,goldman sachs,analyst,bangalore,2.0,1900000.0,2200000.0
1264358,Fallebella | Senior Data Engineer | Bangalore,2021/06/11,fallebella,senior data engineer,4.5,"inr 25,00,000",": inr 27,50,000",bangalore,fallebella,data engineer 2,bangalore,4.5,2500000.0,2750000.0
893634,Cinemacraft | Backend Engineer | Mumbai,2020/10/14,startup -cinemacraft inc.,backend engineer,5 months,ctc 10.5 lakhs,,"andheri east, mumbai india",startup cinemacraft inc,sde 1,mumbai,0.4166666666666667,1050000.0,-1.0
1054551,Salesforce | SMTS | Bengaluru,2021/02/07,salesforce,smts,6 years,inr 38l,: inr 52.75l per year,"bengaluru,india",salesforce,mts 2,bangalore,6.0,3800000.0,5275000.0
1089724,Microsoft | L64 | Hyderabad | Accept,2021/03/02,microsoft,l64,16,53lpa,,hyderabad,microsoft,n/a,hyderabad,16.0,5300000.0,-1.0
765587,Oracle | SDE 2 | Bengaluru,2020/07/31,oracle,software engineer ii,1 year 8 months,"₹19,00,000/-","= ₹24,00,000/-","bangalore,india",oracle,sde 2,bangalore,1.6666666666666665,1900000.0,2400000.0
1118015,DreamX(Dream11) | SDE 1 | Mumbai,2021/03/20,dreamx,sde 1,2.5,15l inr,: ~21l,mumbai,dreamx,sde 1,mumbai,2.5,1500000.0,2100000.0
950643,Oracle | Technical staff | Bangalore,2020/11/27,oracle,mts,0,"inr 14,00,000",": inr 22,00,000","bengaluru, india",oracle,mts 1,bangalore,0.0,1400000.0,2200000.0
791348,Amazon | SDE2 | Chennai,2020/08/14,amazon,sde2,5 years 9 months,"₹33,00,000",": ~₹45,00,000",chennai,amazon,sde 2,chennai,5.75,3300000.0,4500000.0
1611518,"VISA Inc | Software Engineer(New Grad, 2022) | Bengaluru",2021/12/05,visa inc.,software engineer,0,"16,86,500 inr",": 16,86,500 + 5,00,000 + 50,000 + 3,70,000 = 26,06,500 inr (1st year)",bengaluru,visa inc,sde 1,bangalore,0.0,1686500.0,2606500.0
1716277,Groww | SDE 2 | Bangalore,2022/01/24,groww,sde 2,3+yrs,"inr 27,00,000",": ~inr 32,00,000","bangalore, india",groww,sde 2,bangalore,3.0,2700000.0,3200000.0
897308,Uber | SDE 2 | Hyderabad,2020/10/16,uber,sde 2,5,"inr 36,00,000",": ~ inr 62,00,000","hyderabad, india",uber,sde 2,hyderabad,5.0,3600000.0,6200000.0
902677,ClearTax | SDE-1 | India,2020/10/20,cleartax,software engineer,0,13l base,: 17 ctc,india,cleartax,sde 1,india,0.0,1300000.0,-1.0
1234235,EY GDS | Asst Manager | Bangalore,2021/05/27,ey gds,assistant manager/42,10,"22,70,000",": 25,50,000",bangalore,ey gds,n/a,bangalore,10.0,2270000.0,2550000.0
917291,Zynga | SE2 | Bangalore,2020/10/31,zynga,se-2,"4 years, 2 months","₹ 21,00,000",: ~ 27.5 lpa,"bangalore, india",zynga,sde 2,bangalore,4.166666666666667,2100000.0,2750000.0
619855,AMAZON | SDE - 1 | Hyderbad,2020/05/08,amazon,sde-1,1,16 lakhs,: 20.8lpa first year,hyderabad,amazon,sde 1,hyderabad,1.0,1600000.0,2080000.0
1120561,Amazon | SDE-2,2021/03/21,amazon,sde2,3.5 in startups,rs 24 lacs,,"bangalore, india",amazon,sde 2,bangalore,3.5,2400000.0,-1.0
1677886,Flipkart | SDE1 | Bangalore,2022/01/09,flipkart,sde1,7 months,"₹20,00,000",: ₹23.55l - 1st year,"bangalore, india",flipkart,sde 1,bangalore,0.5833333333333334,2000000.0,2355000.0
677168,Hashedin | Intern + Full Time | Bangalore,2020/06/08,hashedin,software developer,0,6 lpa,: 8 lpa,bangalore,hashedin,sde 1,bangalore,0.0,600000.0,800000.0
1141809,FICO | Java Developer,2021/04/04,fico,java developer,21 months,inr 14.5 lpa,: 16.5 lpa(for first year),bengaluru,fico,java developer,bangalore,1.75,1450000.0,1650000.0
1204453,"Google | L4 | Bangalore, India",2021/05/12,google,l4,2+,27l,: 77l (1st year),"bangalore, india",google,sde 2,bangalore,2.0,2700000.0,7700000.0
388439,Microsoft | SDE | Hyderabad | 2019,2019/09/23,microsoft,sde,2,rs 17lpa,,"hyderabad, india",microsoft,sde 1,hyderabad,2.0,1700000.0,-1.0
1102273,Paytm Money | Software Engineer| Bengaluru,2021/03/10,paytm money,software engineer,1.5 years at the time of interview,"rs. 16,00,000/-",": rs. 17,00,000/-",bangalore,paytm,sde 1,bangalore,1.5,1600000.0,1700000.0
1206913,Amazon | SDE 1  | Bangalore,2021/05/14,amazon,sde-1,1 year 9 months,18 lpa,,banglore,amazon,sde 1,bangalore,1.75,1800000.0,-1.0
1199053,Juniper Networks | Software Engineer 1 | Bangalore,2021/05/09,juniper networks,software engineer 1,1+,10.5l inr,: ~ 15.5l (10.5 + 0.7 + 3 + 1.5),bangalore,juniper networks,sde 1,bangalore,1.0,1050000.0,1550000.0
1277132,Amazon | SDE1 | Hyderabad,2021/06/16,amazon,sde 1,10 months,17l,: 17+6.3+1.5=> 24.8l first year,hyderabad,amazon,sde 1,hyderabad,0.8333333333333334,1700000.0,2480000.0
845070,Sprinklr | Product Engineer Intern | India,2020/09/13,flipkart,sde-ii,3.5+ yrs,30 lpa,: 34 lpa + 3l stock vesting/yr.,bangalore,flipkart,sde 2,bangalore,3.5,3000000.0,-1.0
844408,Connectwise | SDE 1 | Mumbai,2020/09/13,connectwise,software engineer i,0,rs. 520000,: ~ rs 550000,"andheri, mumbai",connectwise,sde 1,mumbai,0.0,520000.0,550000.0
1474112,"OLA SDE1, Here Maps , AppviewX",2021/09/20,ola,sde1,5 years,18lpa,:20lpa,banglore,ola,sde 1,bangalore,5.0,1800000.0,2000000.0
1657997,TCS | Analyst | Bangalore,2021/12/31,tcs,analyst,0,"4,10,000/-",": 4,10,000/-",bangalore,tcs,analyst,bangalore,0.0,410000.0,410000.0
1336620,Sigmoid Analytics sde1,2021/07/14,sigmoid analytics,sde1,3,16lpa fixed,: 17lpa,bangalore,sigmoid analytics,sde 1,bangalore,3.0,1600000.0,1700000.0
1197724,Josh Technology Group | SDE 1,2021/05/08,josh technology group,software developer,0,"inr 11,00,000",": ~inr 12,00,000",gurugram,josh technology group,sde 1,delhi,0.0,1100000.0,1200000.0
1268990,Tekion | Associate Software Engineer | Bangalore,2021/06/13,tekion,associate software engineer,10 months,"rs. 12,00,000","~ rs. 13,00,000 + esops",india,tekion,sde 1,india,0.8333333333333334,1200000.0,1300000.0
1612575,"Goldman Sachs Vs DP world Bangalore , SDE 1, 2.5 yoe",2021/12/05,goldman sachs,analyst,2.5,22lpa,: 25 lpa,bangalore,goldman sachs,analyst,bangalore,2.5,2200000.0,2500000.0
1384938,Salesforce | SMTS,2021/08/05,salesforce,smts,5 yoe,40 lpa,: ~58lpa,bangalore,salesforce,mts 2,bangalore,5.0,4000000.0,5800000.0
494920,Technogise | Application Developer | Pune,2020/01/31,technogise,application developer,8,25 lpa,: 25 lpa,pune,technogise,application developer 1,pune,8.0,2500000.0,2500000.0
1535166,Tekion | Software Engineer UI,2022/02/07,tekion,software engineer - ui,2.7 years,"20,00,000 inr","~ 22,00,000 inr + esops",banglore,tekion,n/a,bangalore,2.7,2000000.0,2200000.0
1106983,TCS | SDE,2021/03/13,tcs,system software engineer,0,376000,: 376000,banglore,tcs,systems engineer,bangalore,0.0,376000.0,376000.0
993393,Goldman Sachs | Associate | Bangalore,2020/12/30,goldman sachs,associate,5,"inr 40,00,000",": ~inr 50,00,000 (50 lacs)","bangalore, india",goldman sachs,sde 1,bangalore,5.0,4000000.0,5000000.0
823444,John Deere | GET | Pune,2020/09/01,john deere,get -,0,rs. 9.5l ctc,: ~ 10lpa,"pune, india",john deere,graduate engineer trainee,pune,0.0,950000.0,1000000.0
745482,Arcesium | Software Engineer | Hyderabad,2020/07/20,arcesium,software engineer,2 yrs,"inr 17,00,000",": inr 21,00,000 for first year",hyderabad,arcesium,sde 1,hyderabad,2.0,1700000.0,2100000.0
1222866,OLA - SDE 2,2021/05/22,ola,sde-2,4.3,"rs. 34,00,000","~ rs. 38,00,000",india,ola,sde 2,india,4.3,3400000.0,3800000.0
464386,ZS Associates | Business Technology Analyst | Pune,2019/12/29,zs associates,business technology analyst,2.5 years,6.55l,: 7.5l,"pune, india",zs associates,n/a,pune,2.5,655000.0,750000.0
1222872,OYO | SDE 2,2021/05/22,oyo,sde2,4.9,inr 3000000,": inr 32,00,000",india,oyo,sde 2,india,4.9,3000000.0,3200000.0
1543769,OYO | SDE 2 | India,2021/10/27,oyo,sde2,4.4yrs,inr 4300000,": inr 53,00,000",india,oyo,sde 2,india,4.4,4300000.0,5300000.0
1400136,Uipath Sr Software Engineer vs 1mg Engineering Manager,2021/08/13,uipath,sr software engineer,9+,42 l,: ~ 42 + 4.2 (considering 10% bonus) ~ 46.2 l,"bangalore, india",uipath,sde 2,bangalore,9.0,4200000.0,4620000.0
1442305,Walmart | Software Engineer III | Bangalore | August 2021,2021/09/03,walmart global tech india,software engineer iii,2,"24,00,000",": ~32,00,000","bangalore, india",walmart,sde 3,bangalore,2.0,2400000.0,3200000.0
456452,Applied Materials | Technical Lead | Bangalore,2019/12/20,applied materials,technical lead e3,12,"inr 21,00,000",": inr 21,00,000 per year",bangalore,applied materials,tech lead e3,bangalore,12.0,2100000.0,2100000.0
835554,Pramati Technologies | Senior Development Engineer | Hyderabad,2020/09/08,pramati technologies,senior development engineer,5,1750000 inr,: 1950000 for 1st year,hyderabad,pramati technologies,n/a,hyderabad,5.0,1750000.0,1950000.0
1636400,Microsoft | L63 | Hyderabad,2021/12/19,microsoft,63,6.5 years,"₹4,400,000.00",": ₹86,45,500/- for first year and ₹80,72,500/- for second year",hyderabad,microsoft,n/a,hyderabad,6.5,4400000.0,8072500.0
966130,Citibank | Analyst (entry level) | Chennai,2020/12/09,citi,analyst,0,12 lakh rupees per annum,: ~14 lakh rupees,"chennai, tamil nadu, india",citi,analyst,chennai,0.0,1200000.0,1400000.0
1007486,"CISCO | Software Engineer 3(Grade 08) |Bangalore,India && Morgan Stanley|Manager| Bangalore,India",2021/01/08,cisco,software engineer 3,4.5 year,18.6 lpa,: 20.7 lpa (without joining bonus),"bangalore,india",cisco,sde 3,bangalore,4.5,1860000.0000000002,2070000.0
1086832,Intuit | SDE2 | Bangalore,2021/02/28,intuit,sde2,3,17.5 lac inr,: 32,bangalore,intuit,sde 2,bangalore,3.0,1750000.0,-1.0
1252417,Compass | SDE - 2 | Hyderabad,2021/06/05,compass,sde-2 backend,almost 2 years,30 lpa,: 35.7l (30l + 3l (cash component) + 2.7l (rsu’s)),hyderabad,compass,sde 2,hyderabad,2.0,3000000.0,-1.0
924316,Amdocs | Software Engineer Associate | Gurgaon/Pune,2020/11/05,amdocs,software engineer associate,0,"inr 9,00,000",": inr 9,20,000",gurgaon,amdocs,software engineer associate,delhi,0.0,900000.0,920000.0
1280236,ThoughtSpot | MTS | Bengaluru,2021/06/18,thoughtspot,member of technical staff,1,24 lpa,: 36.5 lpa,bengaluru,thoughtspot,mts 1,bangalore,1.0,2400000.0,3650000.0
1060408,"Rocket Software | SDET-II | Bangalore, India",2021/02/11,rocket software,software developement engineer in test - ii,5.5,₹1600000 lpa,: ₹1750000,india,rocket software,n/a,india,5.5,1600000.0,1750000.0
1538480,Paytm | Software Engineer | Noida,2021/10/24,paytm,software engineer,2+,17 lpa inr,: 25 lpa inr,"noida, india",paytm,sde 1,delhi,2.0,1700000.0,2500000.0
1662722,Phonepe | SDE2 | Bangalore,2022/01/02,phonepe,software engineer 2,2+ years,inr 44l,": ~ 61lacs first year, 53lacs from 2nd year onwards",bengaluru,phonepe,sde 2,bangalore,2.0,4400000.0,5300000.0
380500,EPAM Systems | Junior SWE | India,2019/09/12,epam systems,junior software engineer,0,"inr 600,000 lpa",": inr 600,000",india,epam systems,sde 1,india,0.0,600000.0,600000.0
1483216,Oracle | SMTS | Bangalore,2021/09/24,oracle,senior member of technical staff,3.6,"₹ 2,258,000",": ₹ 2,258,000 (fixed)","bengaluru, india",oracle,mts 2,bangalore,3.6,2258000.0,2258000.0
